證券代碼,年月日,收盤價(元),收盤價
TX201511 台指 2015/11,2015/10/23,,"8,692"
TX201512 台指 2015/12,2015/10/23,,"8,688"
TX201603 台指 2016/03,2015/10/23,,"8,676"
TX201606 台指 2016/06,2015/10/23,,"8,663"
TX201609 台指 2016/09,2015/10/23,,"8,410"
Y9999 加權指數,2015/10/22,"8,608.46",
TX201511 台指 2015/11,2015/10/22,,"8,595"
TX201512 台指 2015/12,2015/10/22,,"8,590"
TX201603 台指 2016/03,2015/10/22,,"8,573"
TX201606 台指 2016/06,2015/10/22,,"8,562"
TX201609 台指 2016/09,2015/10/22,,"8,303"
Y9999 加權指數,2015/10/21,"8,609.23",
TX201510 台指 2015/10,2015/10/21,,"8,617"
TX201511 台指 2015/11,2015/10/21,,"8,609"
TX201512 台指 2015/12,2015/10/21,,"8,602"
TX201603 台指 2016/03,2015/10/21,,"8,583"
TX201606 台指 2016/06,2015/10/21,,"8,570"
Y9999 加權指數,2015/10/20,"8,653.60",
TX201510 台指 2015/10,2015/10/20,,"8,659"
TX201511 台指 2015/11,2015/10/20,,"8,655"
TX201512 台指 2015/12,2015/10/20,,"8,652"
TX201603 台指 2016/03,2015/10/20,,"8,627"
TX201606 台指 2016/06,2015/10/20,,"8,623"
Y9999 加權指數,2015/10/19,"8,631.50",
TX201510 台指 2015/10,2015/10/19,,"8,624"
TX201511 台指 2015/11,2015/10/19,,"8,621"
TX201512 台指 2015/12,2015/10/19,,"8,615"
TX201603 台指 2016/03,2015/10/19,,"8,595"
TX201606 台指 2016/06,2015/10/19,,"8,583"
Y9999 加權指數,2015/10/16,"8,604.95",
TX201510 台指 2015/10,2015/10/16,,"8,607"
TX201511 台指 2015/11,2015/10/16,,"8,596"
TX201512 台指 2015/12,2015/10/16,,"8,586"
TX201603 台指 2016/03,2015/10/16,,"8,569"
TX201606 台指 2016/06,2015/10/16,,"8,557"
Y9999 加權指數,2015/10/15,"8,601.52",
TX201510 台指 2015/10,2015/10/15,,"8,608"
TX201511 台指 2015/11,2015/10/15,,"8,596"
TX201512 台指 2015/12,2015/10/15,,"8,588"
TX201603 台指 2016/03,2015/10/15,,"8,571"
TX201606 台指 2016/06,2015/10/15,,"8,555"
Y9999 加權指數,2015/10/14,"8,522.51",
TX201510 台指 2015/10,2015/10/14,,"8,519"
TX201511 台指 2015/11,2015/10/14,,"8,507"
TX201512 台指 2015/12,2015/10/14,,"8,499"
TX201603 台指 2016/03,2015/10/14,,"8,484"
TX201606 台指 2016/06,2015/10/14,,"8,470"
Y9999 加權指數,2015/10/13,"8,567.92",
TX201510 台指 2015/10,2015/10/13,,"8,553"
TX201511 台指 2015/11,2015/10/13,,"8,540"
TX201512 台指 2015/12,2015/10/13,,"8,536"
TX201603 台指 2016/03,2015/10/13,,"8,519"
TX201606 台指 2016/06,2015/10/13,,"8,505"
Y9999 加權指數,2015/10/12,"8,573.72",
TX201510 台指 2015/10,2015/10/12,,"8,552"
TX201511 台指 2015/11,2015/10/12,,"8,539"
TX201512 台指 2015/12,2015/10/12,,"8,532"
TX201603 台指 2016/03,2015/10/12,,"8,515"
TX201606 台指 2016/06,2015/10/12,,"8,503"
Y9999 加權指數,2015/10/8,"8,445.96",
TX201510 台指 2015/10,2015/10/8,,"8,441"
TX201511 台指 2015/11,2015/10/8,,"8,433"
TX201512 台指 2015/12,2015/10/8,,"8,421"
TX201603 台指 2016/03,2015/10/8,,"8,406"
TX201606 台指 2016/06,2015/10/8,,"8,397"
Y9999 加權指數,2015/10/7,"8,495.23",
TX201510 台指 2015/10,2015/10/7,,"8,492"
TX201511 台指 2015/11,2015/10/7,,"8,478"
TX201512 台指 2015/12,2015/10/7,,"8,473"
TX201603 台指 2016/03,2015/10/7,,"8,450"
TX201606 台指 2016/06,2015/10/7,,"8,439"
Y9999 加權指數,2015/10/6,"8,394.10",
TX201510 台指 2015/10,2015/10/6,,"8,370"
TX201511 台指 2015/11,2015/10/6,,"8,358"
TX201512 台指 2015/12,2015/10/6,,"8,348"
TX201603 台指 2016/03,2015/10/6,,"8,333"
TX201606 台指 2016/06,2015/10/6,,"8,316"
Y9999 加權指數,2015/10/5,"8,352.36",
TX201510 台指 2015/10,2015/10/5,,"8,335"
TX201511 台指 2015/11,2015/10/5,,"8,320"
TX201512 台指 2015/12,2015/10/5,,"8,312"
TX201603 台指 2016/03,2015/10/5,,"8,295"
TX201606 台指 2016/06,2015/10/5,,"8,269"
Y9999 加權指數,2015/10/2,"8,305.03",
TX201510 台指 2015/10,2015/10/2,,"8,277"
TX201511 台指 2015/11,2015/10/2,,"8,265"
TX201512 台指 2015/12,2015/10/2,,"8,254"
TX201603 台指 2016/03,2015/10/2,,"8,241"
TX201606 台指 2016/06,2015/10/2,,"8,225"
Y9999 加權指數,2015/10/1,"8,295.94",
TX201510 台指 2015/10,2015/10/1,,"8,309"
TX201511 台指 2015/11,2015/10/1,,"8,292"
TX201512 台指 2015/12,2015/10/1,,"8,277"
TX201603 台指 2016/03,2015/10/1,,"8,262"
TX201606 台指 2016/06,2015/10/1,,"8,250"
Y9999 加權指數,2015/9/30,"8,181.24",
TX201510 台指 2015/10,2015/9/30,,"8,135"
TX201511 台指 2015/11,2015/9/30,,"8,119"
TX201512 台指 2015/12,2015/9/30,,"8,108"
TX201603 台指 2016/03,2015/9/30,,"8,090"
TX201606 台指 2016/06,2015/9/30,,"8,071"
Y9999 加權指數,2015/9/25,"8,132.35",
TX201510 台指 2015/10,2015/9/25,,"8,120"
TX201511 台指 2015/11,2015/9/25,,"8,105"
TX201512 台指 2015/12,2015/9/25,,"8,090"
TX201603 台指 2016/03,2015/9/25,,"8,065"
TX201606 台指 2016/06,2015/9/25,,"8,048"
Y9999 加權指數,2015/9/24,"8,123.10",
TX201510 台指 2015/10,2015/9/24,,"8,091"
TX201511 台指 2015/11,2015/9/24,,"8,070"
TX201512 台指 2015/12,2015/9/24,,"8,057"
TX201603 台指 2016/03,2015/9/24,,"8,040"
TX201606 台指 2016/06,2015/9/24,,"8,021"
Y9999 加權指數,2015/9/23,"8,193.42",
TX201510 台指 2015/10,2015/9/23,,"8,140"
TX201511 台指 2015/11,2015/9/23,,"8,121"
TX201512 台指 2015/12,2015/9/23,,"8,108"
TX201603 台指 2016/03,2015/9/23,,"8,090"
TX201606 台指 2016/06,2015/9/23,,"8,070"
Y9999 加權指數,2015/9/22,"8,365.92",
TX201510 台指 2015/10,2015/9/22,,"8,330"
TX201511 台指 2015/11,2015/9/22,,"8,312"
TX201512 台指 2015/12,2015/9/22,,"8,299"
TX201603 台指 2016/03,2015/9/22,,"8,281"
TX201606 台指 2016/06,2015/9/22,,"8,264"
Y9999 加權指數,2015/9/21,"8,307.04",
TX201510 台指 2015/10,2015/9/21,,"8,270"
TX201511 台指 2015/11,2015/9/21,,"8,251"
TX201512 台指 2015/12,2015/9/21,,"8,238"
TX201603 台指 2016/03,2015/9/21,,"8,220"
TX201606 台指 2016/06,2015/9/21,,"8,202"
Y9999 加權指數,2015/9/18,"8,462.14",
TX201510 台指 2015/10,2015/9/18,,"8,437"
TX201511 台指 2015/11,2015/9/18,,"8,424"
TX201512 台指 2015/12,2015/9/18,,"8,414"
TX201603 台指 2016/03,2015/9/18,,"8,394"
TX201606 台指 2016/06,2015/9/18,,"8,371"
Y9999 加權指數,2015/9/17,"8,445.50",
TX201510 台指 2015/10,2015/9/17,,"8,437"
TX201511 台指 2015/11,2015/9/17,,"8,424"
TX201512 台指 2015/12,2015/9/17,,"8,412"
TX201603 台指 2016/03,2015/9/17,,"8,390"
TX201606 台指 2016/06,2015/9/17,,"8,368"
Y9999 加權指數,2015/9/16,"8,333.29",
TX201509 台指 2015/09,2015/9/16,,"8,318"
TX201510 台指 2015/10,2015/9/16,,"8,278"
TX201512 台指 2015/12,2015/9/16,,"8,245"
TX201603 台指 2016/03,2015/9/16,,"8,224"
TX201606 台指 2016/06,2015/9/16,,"8,193"
Y9999 加權指數,2015/9/15,"8,259.99",
TX201509 台指 2015/09,2015/9/15,,"8,237"
TX201510 台指 2015/10,2015/9/15,,"8,193"
TX201512 台指 2015/12,2015/9/15,,"8,166"
TX201603 台指 2016/03,2015/9/15,,"8,150"
TX201606 台指 2016/06,2015/9/15,,"8,148"
Y9999 加權指數,2015/9/14,"8,307.29",
TX201509 台指 2015/09,2015/9/14,,"8,273"
TX201510 台指 2015/10,2015/9/14,,"8,253"
TX201512 台指 2015/12,2015/9/14,,"8,229"
TX201603 台指 2016/03,2015/9/14,,"8,216"
TX201606 台指 2016/06,2015/9/14,,"8,206"
Y9999 加權指數,2015/9/11,"8,305.82",
TX201509 台指 2015/09,2015/9/11,,"8,263"
TX201510 台指 2015/10,2015/9/11,,"8,244"
TX201512 台指 2015/12,2015/9/11,,"8,226"
TX201603 台指 2016/03,2015/9/11,,"8,214"
TX201606 台指 2016/06,2015/9/11,,"8,203"
Y9999 加權指數,2015/9/10,"8,268.68",
TX201509 台指 2015/09,2015/9/10,,"8,262"
TX201510 台指 2015/10,2015/9/10,,"8,242"
TX201512 台指 2015/12,2015/9/10,,"8,231"
TX201603 台指 2016/03,2015/9/10,,"8,218"
TX201606 台指 2016/06,2015/9/10,,"8,211"
Y9999 加權指數,2015/9/9,"8,286.92",
TX201509 台指 2015/09,2015/9/9,,"8,332"
TX201510 台指 2015/10,2015/9/9,,"8,307"
TX201512 台指 2015/12,2015/9/9,,"8,291"
TX201603 台指 2016/03,2015/9/9,,"8,269"
TX201606 台指 2016/06,2015/9/9,,"8,254"
Y9999 加權指數,2015/9/8,"8,001.50",
TX201509 台指 2015/09,2015/9/8,,"7,976"
TX201510 台指 2015/10,2015/9/8,,"7,924"
TX201512 台指 2015/12,2015/9/8,,"7,903"
TX201603 台指 2016/03,2015/9/8,,"7,883"
TX201606 台指 2016/06,2015/9/8,,"7,865"
Y9999 加權指數,2015/9/7,"7,986.56",
TX201509 台指 2015/09,2015/9/7,,"7,932"
TX201510 台指 2015/10,2015/9/7,,"7,881"
TX201512 台指 2015/12,2015/9/7,,"7,859"
TX201603 台指 2016/03,2015/9/7,,"7,838"
TX201606 台指 2016/06,2015/9/7,,"7,823"
Y9999 加權指數,2015/9/4,"8,000.60",
TX201509 台指 2015/09,2015/9/4,,"7,890"
TX201510 台指 2015/10,2015/9/4,,"7,836"
TX201512 台指 2015/12,2015/9/4,,"7,810"
TX201603 台指 2016/03,2015/9/4,,"7,793"
TX201606 台指 2016/06,2015/9/4,,"7,780"
Y9999 加權指數,2015/9/3,"8,095.95",
TX201509 台指 2015/09,2015/9/3,,"7,977"
TX201510 台指 2015/10,2015/9/3,,"7,923"
TX201512 台指 2015/12,2015/9/3,,"7,901"
TX201603 台指 2016/03,2015/9/3,,"7,878"
TX201606 台指 2016/06,2015/9/3,,"7,862"
Y9999 加權指數,2015/9/2,"8,035.29",
TX201509 台指 2015/09,2015/9/2,,"7,945"
TX201510 台指 2015/10,2015/9/2,,"7,889"
TX201512 台指 2015/12,2015/9/2,,"7,865"
TX201603 台指 2016/03,2015/9/2,,"7,839"
TX201606 台指 2016/06,2015/9/2,,"7,824"
Y9999 加權指數,2015/9/1,"8,017.56",
TX201509 台指 2015/09,2015/9/1,,"7,834"
TX201510 台指 2015/10,2015/9/1,,"7,788"
TX201512 台指 2015/12,2015/9/1,,"7,766"
TX201603 台指 2016/03,2015/9/1,,"7,745"
TX201606 台指 2016/06,2015/9/1,,"7,728"
Y9999 加權指數,2015/8/31,"8,174.92",
TX201509 台指 2015/09,2015/8/31,,"7,969"
TX201510 台指 2015/10,2015/8/31,,"7,930"
TX201512 台指 2015/12,2015/8/31,,"7,919"
TX201603 台指 2016/03,2015/8/31,,"7,905"
TX201606 台指 2016/06,2015/8/31,,"7,889"
Y9999 加權指數,2015/8/28,"8,019.18",
TX201509 台指 2015/09,2015/8/28,,"7,876"
TX201510 台指 2015/10,2015/8/28,,"7,855"
TX201512 台指 2015/12,2015/8/28,,"7,846"
TX201603 台指 2016/03,2015/8/28,,"7,814"
TX201606 台指 2016/06,2015/8/28,,"7,800"
Y9999 加權指數,2015/8/27,"7,824.55",
TX201509 台指 2015/09,2015/8/27,,"7,680"
TX201510 台指 2015/10,2015/8/27,,"7,664"
TX201512 台指 2015/12,2015/8/27,,"7,654"
TX201603 台指 2016/03,2015/8/27,,"7,625"
TX201606 台指 2016/06,2015/8/27,,"7,609"
Y9999 加權指數,2015/8/26,"7,715.59",
TX201509 台指 2015/09,2015/8/26,,"7,607"
TX201510 台指 2015/10,2015/8/26,,"7,590"
TX201512 台指 2015/12,2015/8/26,,"7,587"
TX201603 台指 2016/03,2015/8/26,,"7,555"
TX201606 台指 2016/06,2015/8/26,,"7,539"
Y9999 加權指數,2015/8/25,"7,675.64",
TX201509 台指 2015/09,2015/8/25,,"7,577"
TX201510 台指 2015/10,2015/8/25,,"7,566"
TX201512 台指 2015/12,2015/8/25,,"7,558"
TX201603 台指 2016/03,2015/8/25,,"7,513"
TX201606 台指 2016/06,2015/8/25,,"7,499"
Y9999 加權指數,2015/8/24,"7,410.34",
TX201509 台指 2015/09,2015/8/24,,"7,340"
TX201510 台指 2015/10,2015/8/24,,"7,321"
TX201512 台指 2015/12,2015/8/24,,"7,312"
TX201603 台指 2016/03,2015/8/24,,"7,269"
TX201606 台指 2016/06,2015/8/24,,"7,245"
Y9999 加權指數,2015/8/21,"7,786.92",
TX201509 台指 2015/09,2015/8/21,,"7,746"
TX201510 台指 2015/10,2015/8/21,,"7,739"
TX201512 台指 2015/12,2015/8/21,,"7,730"
TX201603 台指 2016/03,2015/8/21,,"7,715"
TX201606 台指 2016/06,2015/8/21,,"7,706"
Y9999 加權指數,2015/8/20,"8,029.81",
TX201509 台指 2015/09,2015/8/20,,"7,976"
TX201510 台指 2015/10,2015/8/20,,"7,967"
TX201512 台指 2015/12,2015/8/20,,"7,957"
TX201603 台指 2016/03,2015/8/20,,"7,947"
TX201606 台指 2016/06,2015/8/20,,"7,940"
Y9999 加權指數,2015/8/19,"8,021.84",
TX201508 台指 2015/08,2015/8/19,,"8,002"
TX201509 台指 2015/09,2015/8/19,,"7,972"
TX201512 台指 2015/12,2015/8/19,,"7,953"
TX201603 台指 2016/03,2015/8/19,,"7,961"
TX201606 台指 2016/06,2015/8/19,,"7,958"
Y9999 加權指數,2015/8/18,"8,177.22",
TX201508 台指 2015/08,2015/8/18,,"8,171"
TX201509 台指 2015/09,2015/8/18,,"8,123"
TX201512 台指 2015/12,2015/8/18,,"8,115"
TX201603 台指 2016/03,2015/8/18,,"8,111"
TX201606 台指 2016/06,2015/8/18,,"8,111"
Y9999 加權指數,2015/8/17,"8,213.42",
TX201508 台指 2015/08,2015/8/17,,"8,238"
TX201509 台指 2015/09,2015/8/17,,"8,195"
TX201512 台指 2015/12,2015/8/17,,"8,186"
TX201603 台指 2016/03,2015/8/17,,"8,188"
TX201606 台指 2016/06,2015/8/17,,"8,180"
Y9999 加權指數,2015/8/14,"8,305.64",
TX201508 台指 2015/08,2015/8/14,,"8,325"
TX201509 台指 2015/09,2015/8/14,,"8,279"
TX201512 台指 2015/12,2015/8/14,,"8,273"
TX201603 台指 2016/03,2015/8/14,,"8,273"
TX201606 台指 2016/06,2015/8/14,,"8,270"
Y9999 加權指數,2015/8/13,"8,311.74",
TX201508 台指 2015/08,2015/8/13,,"8,306"
TX201509 台指 2015/09,2015/8/13,,"8,265"
TX201512 台指 2015/12,2015/8/13,,"8,260"
TX201603 台指 2016/03,2015/8/13,,"8,258"
TX201606 台指 2016/06,2015/8/13,,"8,261"
Y9999 加權指數,2015/8/12,"8,283.38",
TX201508 台指 2015/08,2015/8/12,,"8,299"
TX201509 台指 2015/09,2015/8/12,,"8,259"
TX201512 台指 2015/12,2015/8/12,,"8,257"
TX201603 台指 2016/03,2015/8/12,,"8,252"
TX201606 台指 2016/06,2015/8/12,,"8,250"
Y9999 加權指數,2015/8/11,"8,394.14",
TX201508 台指 2015/08,2015/8/11,,"8,360"
TX201509 台指 2015/09,2015/8/11,,"8,311"
TX201512 台指 2015/12,2015/8/11,,"8,310"
TX201603 台指 2016/03,2015/8/11,,"8,314"
TX201606 台指 2016/06,2015/8/11,,"8,310"
Y9999 加權指數,2015/8/10,"8,466.84",
TX201508 台指 2015/08,2015/8/10,,"8,445"
TX201509 台指 2015/09,2015/8/10,,"8,392"
TX201512 台指 2015/12,2015/8/10,,"8,391"
TX201603 台指 2016/03,2015/8/10,,"8,389"
TX201606 台指 2016/06,2015/8/10,,"8,387"
Y9999 加權指數,2015/8/7,"8,442.29",
TX201508 台指 2015/08,2015/8/7,,"8,389"
TX201509 台指 2015/09,2015/8/7,,"8,339"
TX201512 台指 2015/12,2015/8/7,,"8,338"
TX201603 台指 2016/03,2015/8/7,,"8,335"
TX201606 台指 2016/06,2015/8/7,,"8,333"
Y9999 加權指數,2015/8/6,"8,449.56",
TX201508 台指 2015/08,2015/8/6,,"8,390"
TX201509 台指 2015/09,2015/8/6,,"8,347"
TX201512 台指 2015/12,2015/8/6,,"8,340"
TX201603 台指 2016/03,2015/8/6,,"8,336"
TX201606 台指 2016/06,2015/8/6,,"8,345"
Y9999 加權指數,2015/8/5,"8,542.27",
TX201508 台指 2015/08,2015/8/5,,"8,523"
TX201509 台指 2015/09,2015/8/5,,"8,476"
TX201512 台指 2015/12,2015/8/5,,"8,473"
TX201603 台指 2016/03,2015/8/5,,"8,471"
TX201606 台指 2016/06,2015/8/5,,"8,462"
Y9999 加權指數,2015/8/4,"8,510.86",
TX201508 台指 2015/08,2015/8/4,,"8,465"
TX201509 台指 2015/09,2015/8/4,,"8,416"
TX201512 台指 2015/12,2015/8/4,,"8,411"
TX201603 台指 2016/03,2015/8/4,,"8,410"
TX201606 台指 2016/06,2015/8/4,,"8,411"
Y9999 加權指數,2015/8/3,"8,524.41",
TX201508 台指 2015/08,2015/8/3,,"8,452"
TX201509 台指 2015/09,2015/8/3,,"8,408"
TX201512 台指 2015/12,2015/8/3,,"8,404"
TX201603 台指 2016/03,2015/8/3,,"8,398"
TX201606 台指 2016/06,2015/8/3,,"8,399"
Y9999 加權指數,2015/7/31,"8,665.34",
TX201508 台指 2015/08,2015/7/31,,"8,570"
TX201509 台指 2015/09,2015/7/31,,"8,526"
TX201512 台指 2015/12,2015/7/31,,"8,527"
TX201603 台指 2016/03,2015/7/31,,"8,526"
TX201606 台指 2016/06,2015/7/31,,"8,538"
Y9999 加權指數,2015/7/30,"8,651.49",
TX201508 台指 2015/08,2015/7/30,,"8,610"
TX201509 台指 2015/09,2015/7/30,,"8,559"
TX201512 台指 2015/12,2015/7/30,,"8,561"
TX201603 台指 2016/03,2015/7/30,,"8,562"
TX201606 台指 2016/06,2015/7/30,,"8,560"
Y9999 加權指數,2015/7/29,"8,563.48",
TX201508 台指 2015/08,2015/7/29,,"8,484"
TX201509 台指 2015/09,2015/7/29,,"8,444"
TX201512 台指 2015/12,2015/7/29,,"8,441"
TX201603 台指 2016/03,2015/7/29,,"8,438"
TX201606 台指 2016/06,2015/7/29,,"8,443"
Y9999 加權指數,2015/7/28,"8,582.49",
TX201508 台指 2015/08,2015/7/28,,"8,541"
TX201509 台指 2015/09,2015/7/28,,"8,499"
TX201512 台指 2015/12,2015/7/28,,"8,494"
TX201603 台指 2016/03,2015/7/28,,"8,492"
TX201606 台指 2016/06,2015/7/28,,"8,493"
Y9999 加權指數,2015/7/27,"8,556.68",
TX201508 台指 2015/08,2015/7/27,,"8,522"
TX201509 台指 2015/09,2015/7/27,,"8,481"
TX201512 台指 2015/12,2015/7/27,,"8,483"
TX201603 台指 2016/03,2015/7/27,,"8,486"
TX201606 台指 2016/06,2015/7/27,,"8,486"
Y9999 加權指數,2015/7/24,"8,767.86",
TX201508 台指 2015/08,2015/7/24,,"8,684"
TX201509 台指 2015/09,2015/7/24,,"8,640"
TX201512 台指 2015/12,2015/7/24,,"8,641"
TX201603 台指 2016/03,2015/7/24,,"8,645"
TX201606 台指 2016/06,2015/7/24,,"8,641"
Y9999 加權指數,2015/7/23,"8,791.12",
TX201508 台指 2015/08,2015/7/23,,"8,755"
TX201509 台指 2015/09,2015/7/23,,"8,710"
TX201512 台指 2015/12,2015/7/23,,"8,708"
TX201603 台指 2016/03,2015/7/23,,"8,710"
TX201606 台指 2016/06,2015/7/23,,"8,701"
Y9999 加權指數,2015/7/22,"8,918.70",
TX201508 台指 2015/08,2015/7/22,,"8,815"
TX201509 台指 2015/09,2015/7/22,,"8,771"
TX201512 台指 2015/12,2015/7/22,,"8,774"
TX201603 台指 2016/03,2015/7/22,,"8,774"
TX201606 台指 2016/06,2015/7/22,,"8,770"
Y9999 加權指數,2015/7/21,"9,005.96",
TX201508 台指 2015/08,2015/7/21,,"8,936"
TX201509 台指 2015/09,2015/7/21,,"8,893"
TX201512 台指 2015/12,2015/7/21,,"8,892"
TX201603 台指 2016/03,2015/7/21,,"8,885"
TX201606 台指 2016/06,2015/7/21,,"8,891"
Y9999 加權指數,2015/7/20,"8,975",
TX201508 台指 2015/08,2015/7/20,,"8,851"
TX201509 台指 2015/09,2015/7/20,,"8,809"
TX201512 台指 2015/12,2015/7/20,,"8,808"
TX201603 台指 2016/03,2015/7/20,,"8,813"
TX201606 台指 2016/06,2015/7/20,,"8,824"
Y9999 加權指數,2015/7/17,"9,045.98",
TX201508 台指 2015/08,2015/7/17,,"8,912"
TX201509 台指 2015/09,2015/7/17,,"8,869"
TX201512 台指 2015/12,2015/7/17,,"8,868"
TX201603 台指 2016/03,2015/7/17,,"8,869"
TX201606 台指 2016/06,2015/7/17,,"8,867"
Y9999 加權指數,2015/7/16,"9,042.21",
TX201508 台指 2015/08,2015/7/16,,"8,918"
TX201509 台指 2015/09,2015/7/16,,"8,872"
TX201512 台指 2015/12,2015/7/16,,"8,871"
TX201603 台指 2016/03,2015/7/16,,"8,874"
TX201606 台指 2016/06,2015/7/16,,"8,876"
Y9999 加權指數,2015/7/15,"9,054.20",
TX201507 台指 2015/07,2015/7/15,,"9,030"
TX201508 台指 2015/08,2015/7/15,,"8,890"
TX201509 台指 2015/09,2015/7/15,,"8,839"
TX201512 台指 2015/12,2015/7/15,,"8,840"
TX201603 台指 2016/03,2015/7/15,,"8,843"
Y9999 加權指數,2015/7/14,"9,041.76",
TX201507 台指 2015/07,2015/7/14,,"8,984"
TX201508 台指 2015/08,2015/7/14,,"8,848"
TX201509 台指 2015/09,2015/7/14,,"8,799"
TX201512 台指 2015/12,2015/7/14,,"8,796"
TX201603 台指 2016/03,2015/7/14,,"8,801"
Y9999 加權指數,2015/7/13,"9,033.92",
TX201507 台指 2015/07,2015/7/13,,"8,994"
TX201508 台指 2015/08,2015/7/13,,"8,858"
TX201509 台指 2015/09,2015/7/13,,"8,804"
TX201512 台指 2015/12,2015/7/13,,"8,803"
TX201603 台指 2016/03,2015/7/13,,"8,810"
Y9999 加權指數,2015/7/9,"8,914.13",
TX201507 台指 2015/07,2015/7/9,,"8,873"
TX201508 台指 2015/08,2015/7/9,,"8,741"
TX201509 台指 2015/09,2015/7/9,,"8,693"
TX201512 台指 2015/12,2015/7/9,,"8,696"
TX201603 台指 2016/03,2015/7/9,,"8,713"
Y9999 加權指數,2015/7/8,"8,976.11",
TX201507 台指 2015/07,2015/7/8,,"8,943"
TX201508 台指 2015/08,2015/7/8,,"8,812"
TX201509 台指 2015/09,2015/7/8,,"8,765"
TX201512 台指 2015/12,2015/7/8,,"8,767"
TX201603 台指 2016/03,2015/7/8,,"8,768"
Y9999 加權指數,2015/7/7,"9,250.16",
TX201507 台指 2015/07,2015/7/7,,"9,242"
TX201508 台指 2015/08,2015/7/7,,"9,106"
TX201509 台指 2015/09,2015/7/7,,"9,054"
TX201512 台指 2015/12,2015/7/7,,"9,054"
TX201603 台指 2016/03,2015/7/7,,"9,052"
Y9999 加權指數,2015/7/6,"9,255.96",
TX201507 台指 2015/07,2015/7/6,,"9,197"
TX201508 台指 2015/08,2015/7/6,,"9,053"
TX201509 台指 2015/09,2015/7/6,,"9,012"
TX201512 台指 2015/12,2015/7/6,,"9,009"
TX201603 台指 2016/03,2015/7/6,,"9,002"
Y9999 加權指數,2015/7/3,"9,358.23",
TX201507 台指 2015/07,2015/7/3,,"9,304"
TX201508 台指 2015/08,2015/7/3,,"9,158"
TX201509 台指 2015/09,2015/7/3,,"9,109"
TX201512 台指 2015/12,2015/7/3,,"9,110"
TX201603 台指 2016/03,2015/7/3,,"9,105"
Y9999 加權指數,2015/7/2,"9,379.24",
TX201507 台指 2015/07,2015/7/2,,"9,277"
TX201508 台指 2015/08,2015/7/2,,"9,133"
TX201509 台指 2015/09,2015/7/2,,"9,083"
TX201512 台指 2015/12,2015/7/2,,"9,083"
TX201603 台指 2016/03,2015/7/2,,"9,086"
Y9999 加權指數,2015/7/1,"9,375.23",
TX201507 台指 2015/07,2015/7/1,,"9,294"
TX201508 台指 2015/08,2015/7/1,,"9,153"
TX201509 台指 2015/09,2015/7/1,,"9,100"
TX201512 台指 2015/12,2015/7/1,,"9,100"
TX201603 台指 2016/03,2015/7/1,,"9,099"
Y9999 加權指數,2015/6/30,"9,323.02",
TX201507 台指 2015/07,2015/6/30,,"9,212"
TX201508 台指 2015/08,2015/6/30,,"9,070"
TX201509 台指 2015/09,2015/6/30,,"9,023"
TX201512 台指 2015/12,2015/6/30,,"9,021"
TX201603 台指 2016/03,2015/6/30,,"9,018"
Y9999 加權指數,2015/6/29,"9,236.10",
TX201507 台指 2015/07,2015/6/29,,"9,138"
TX201508 台指 2015/08,2015/6/29,,"9,001"
TX201509 台指 2015/09,2015/6/29,,"8,946"
TX201512 台指 2015/12,2015/6/29,,"8,950"
TX201603 台指 2016/03,2015/6/29,,"8,948"
Y9999 加權指數,2015/6/26,"9,462.57",
TX201507 台指 2015/07,2015/6/26,,"9,321"
TX201508 台指 2015/08,2015/6/26,,"9,193"
TX201509 台指 2015/09,2015/6/26,,"9,137"
TX201512 台指 2015/12,2015/6/26,,"9,137"
TX201603 台指 2016/03,2015/6/26,,"9,135"
Y9999 加權指數,2015/6/25,"9,476.34",
TX201507 台指 2015/07,2015/6/25,,"9,340"
TX201508 台指 2015/08,2015/6/25,,"9,208"
TX201509 台指 2015/09,2015/6/25,,"9,154"
TX201512 台指 2015/12,2015/6/25,,"9,155"
TX201603 台指 2016/03,2015/6/25,,"9,156"
Y9999 加權指數,2015/6/24,"9,397.31",
TX201507 台指 2015/07,2015/6/24,,"9,247"
TX201508 台指 2015/08,2015/6/24,,"9,103"
TX201509 台指 2015/09,2015/6/24,,"9,051"
TX201512 台指 2015/12,2015/6/24,,"9,050"
TX201603 台指 2016/03,2015/6/24,,"9,048"
Y9999 加權指數,2015/6/23,"9,391.14",
TX201507 台指 2015/07,2015/6/23,,"9,231"
TX201508 台指 2015/08,2015/6/23,,"9,085"
TX201509 台指 2015/09,2015/6/23,,"9,032"
TX201512 台指 2015/12,2015/6/23,,"9,035"
TX201603 台指 2016/03,2015/6/23,,"9,037"
Y9999 加權指數,2015/6/22,"9,341.77",
TX201507 台指 2015/07,2015/6/22,,"9,182"
TX201508 台指 2015/08,2015/6/22,,"9,038"
TX201509 台指 2015/09,2015/6/22,,"8,983"
TX201512 台指 2015/12,2015/6/22,,"8,982"
TX201603 台指 2016/03,2015/6/22,,"8,984"
Y9999 加權指數,2015/6/18,"9,218.37",
TX201507 台指 2015/07,2015/6/18,,"9,049"
TX201508 台指 2015/08,2015/6/18,,"8,919"
TX201509 台指 2015/09,2015/6/18,,"8,864"
TX201512 台指 2015/12,2015/6/18,,"8,863"
TX201603 台指 2016/03,2015/6/18,,"8,864"
Y9999 加權指數,2015/6/17,"9,189.83",
TX201506 台指 2015/06,2015/6/17,,"9,182"
TX201507 台指 2015/07,2015/6/17,,"9,054"
